road_id,location,vehicle_count,avg_speed,date_time,zone_name
R001,Madhapur,1410,25,2026-05-06 23:00,West Hyderabad
R002,Banjara Hills,1636,31,2026-05-06 23:00,Central City
R003,Secunderabad,1545,30,2026-05-06 23:00,North Hyderabad
R001,Madhapur,1994,36,2026-05-07 00:00,West Hyderabad
R002,Banjara Hills,1245,35,2026-05-07 00:00,Central City
R003,Secunderabad,1064,31,2026-05-07 00:00,North Hyderabad
R001,Madhapur,966,38,2026-05-07 01:00,West Hyderabad
R002,Banjara Hills,996,34,2026-05-07 01:00,Central City
R003,Secunderabad,1938,37,2026-05-07 01:00,North Hyderabad
R001,Madhapur,820,36,2026-05-07 02:00,West Hyderabad
R002,Banjara Hills,1447,34,2026-05-07 02:00,Central City
R003,Secunderabad,1415,27,2026-05-07 02:00,North Hyderabad
R001,Madhapur,1509,38,2026-05-07 03:00,West Hyderabad
R002,Banjara Hills,1746,38,2026-05-07 03:00,Central City
R003,Secunderabad,1614,22,2026-05-07 03:00,North Hyderabad
R001,Madhapur,1289,30,2026-05-07 04:00,West Hyderabad
R002,Banjara Hills,1022,30,2026-05-07 04:00,Central City
R003,Secunderabad,1214,36,2026-05-07 04:00,North Hyderabad
R001,Madhapur,1503,35,2026-05-07 05:00,West Hyderabad
R002,Banjara Hills,1997,30,2026-05-07 05:00,Central City
R003,Secunderabad,952,37,2026-05-07 05:00,North Hyderabad
R001,Madhapur,1438,21,2026-05-07 06:00,West Hyderabad
R002,Banjara Hills,1377,30,2026-05-07 06:00,Central City
R003,Secunderabad,1606,24,2026-05-07 06:00,North Hyderabad
R001,Madhapur,837,23,2026-05-07 07:00,West Hyderabad
R002,Banjara Hills,1498,39,2026-05-07 07:00,Central City
R003,Secunderabad,1380,31,2026-05-07 07:00,North Hyderabad
R001,Madhapur,1870,33,2026-05-07 08:00,West Hyderabad
R002,Banjara Hills,863,32,2026-05-07 08:00,Central City
R003,Secunderabad,1226,31,2026-05-07 08:00,North Hyderabad
R001,Madhapur,1905,35,2026-05-07 09:00,West Hyderabad
R002,Banjara Hills,1405,26,2026-05-07 09:00,Central City
R003,Secunderabad,1292,38,2026-05-07 09:00,North Hyderabad
R001,Madhapur,816,40,2026-05-07 10:00,West Hyderabad
R002,Banjara Hills,1346,32,2026-05-07 10:00,Central City
R003,Secunderabad,928,34,2026-05-07 10:00,North Hyderabad
R001,Madhapur,1655,26,2026-05-07 11:00,West Hyderabad
R002,Banjara Hills,1161,32,2026-05-07 11:00,Central City
R003,Secunderabad,976,37,2026-05-07 11:00,North Hyderabad
R001,Madhapur,1686,28,2026-05-07 12:00,West Hyderabad
R002,Banjara Hills,898,29,2026-05-07 12:00,Central City
R003,Secunderabad,1658,21,2026-05-07 12:00,North Hyderabad
R001,Madhapur,1426,37,2026-05-07 13:00,West Hyderabad
R002,Banjara Hills,1500,21,2026-05-07 13:00,Central City
R003,Secunderabad,1908,22,2026-05-07 13:00,North Hyderabad
R001,Madhapur,1771,27,2026-05-07 14:00,West Hyderabad
R002,Banjara Hills,1590,39,2026-05-07 14:00,Central City
R003,Secunderabad,1660,27,2026-05-07 14:00,North Hyderabad
R001,Madhapur,1937,39,2026-05-07 15:00,West Hyderabad
R002,Banjara Hills,1938,33,2026-05-07 15:00,Central City
R003,Secunderabad,1922,31,2026-05-07 15:00,North Hyderabad
R001,Madhapur,1943,40,2026-05-07 16:00,West Hyderabad
R002,Banjara Hills,1767,24,2026-05-07 16:00,Central City
R003,Secunderabad,986,40,2026-05-07 16:00,North Hyderabad
R001,Madhapur,1179,30,2026-05-07 17:00,West Hyderabad
R002,Banjara Hills,1901,33,2026-05-07 17:00,Central City
R003,Secunderabad,1058,30,2026-05-07 17:00,North Hyderabad
R001,Madhapur,1801,29,2026-05-07 18:00,West Hyderabad
R002,Banjara Hills,1554,30,2026-05-07 18:00,Central City
R003,Secunderabad,1500,26,2026-05-07 18:00,North Hyderabad
R001,Madhapur,1665,28,2026-05-07 19:00,West Hyderabad
R002,Banjara Hills,1648,35,2026-05-07 19:00,Central City
R003,Secunderabad,1668,37,2026-05-07 19:00,North Hyderabad
R001,Madhapur,955,36,2026-05-07 20:00,West Hyderabad
R002,Banjara Hills,886,29,2026-05-07 20:00,Central City
R003,Secunderabad,802,37,2026-05-07 20:00,North Hyderabad
R001,Madhapur,1904,22,2026-05-07 21:00,West Hyderabad
R002,Banjara Hills,905,27,2026-05-07 21:00,Central City
R003,Secunderabad,1224,22,2026-05-07 21:00,North Hyderabad
R001,Madhapur,1920,39,2026-05-07 22:00,West Hyderabad
R002,Banjara Hills,1967,34,2026-05-07 22:00,Central City
R003,Secunderabad,1171,37,2026-05-07 22:00,North Hyderabad
R001,Madhapur,973,36,2026-05-07 23:00,West Hyderabad
R002,Banjara Hills,1959,21,2026-05-07 23:00,Central City
R003,Secunderabad,1390,28,2026-05-07 23:00,North Hyderabad
R001,Madhapur,1715,21,2026-05-08 00:00,West Hyderabad
R002,Banjara Hills,1178,38,2026-05-08 00:00,Central City
R003,Secunderabad,884,37,2026-05-08 00:00,North Hyderabad
R001,Madhapur,1320,34,2026-05-08 01:00,West Hyderabad
R002,Banjara Hills,1322,35,2026-05-08 01:00,Central City
R003,Secunderabad,975,37,2026-05-08 01:00,North Hyderabad
R001,Madhapur,866,29,2026-05-08 02:00,West Hyderabad
R002,Banjara Hills,1618,28,2026-05-08 02:00,Central City
R003,Secunderabad,1509,39,2026-05-08 02:00,North Hyderabad
R001,Madhapur,1485,31,2026-05-08 03:00,West Hyderabad
R002,Banjara Hills,839,38,2026-05-08 03:00,Central City
R003,Secunderabad,873,20,2026-05-08 03:00,North Hyderabad
R001,Madhapur,1637,37,2026-05-08 04:00,West Hyderabad
R002,Banjara Hills,1797,24,2026-05-08 04:00,Central City
R003,Secunderabad,1728,39,2026-05-08 04:00,North Hyderabad
R001,Madhapur,1457,29,2026-05-08 05:00,West Hyderabad
R002,Banjara Hills,1008,27,2026-05-08 05:00,Central City
R003,Secunderabad,1098,40,2026-05-08 05:00,North Hyderabad
R001,Madhapur,1469,36,2026-05-08 06:00,West Hyderabad
R002,Banjara Hills,1656,27,2026-05-08 06:00,Central City
R003,Secunderabad,1162,30,2026-05-08 06:00,North Hyderabad
R001,Madhapur,1490,35,2026-05-08 07:00,West Hyderabad
R002,Banjara Hills,1754,31,2026-05-08 07:00,Central City
R003,Secunderabad,1357,35,2026-05-08 07:00,North Hyderabad
R001,Madhapur,1343,38,2026-05-08 08:00,West Hyderabad
R002,Banjara Hills,1874,23,2026-05-08 08:00,Central City
R003,Secunderabad,1375,40,2026-05-08 08:00,North Hyderabad
R001,Madhapur,1883,26,2026-05-08 09:00,West Hyderabad
R002,Banjara Hills,1110,36,2026-05-08 09:00,Central City
R003,Secunderabad,1772,38,2026-05-08 09:00,North Hyderabad
R001,Madhapur,1424,31,2026-05-08 10:00,West Hyderabad
R002,Banjara Hills,878,21,2026-05-08 10:00,Central City
R003,Secunderabad,1774,32,2026-05-08 10:00,North Hyderabad
R001,Madhapur,1449,33,2026-05-08 11:00,West Hyderabad
R002,Banjara Hills,1057,25,2026-05-08 11:00,Central City
R003,Secunderabad,1151,28,2026-05-08 11:00,North Hyderabad
R001,Madhapur,1391,40,2026-05-08 12:00,West Hyderabad
R002,Banjara Hills,899,29,2026-05-08 12:00,Central City
R003,Secunderabad,908,22,2026-05-08 12:00,North Hyderabad
R001,Madhapur,1649,34,2026-05-08 13:00,West Hyderabad
R002,Banjara Hills,1827,23,2026-05-08 13:00,Central City
R003,Secunderabad,1351,28,2026-05-08 13:00,North Hyderabad
R001,Madhapur,1979,34,2026-05-08 14:00,West Hyderabad
R002,Banjara Hills,1159,31,2026-05-08 14:00,Central City
R003,Secunderabad,873,24,2026-05-08 14:00,North Hyderabad
R001,Madhapur,1918,37,2026-05-08 15:00,West Hyderabad
R002,Banjara Hills,1384,37,2026-05-08 15:00,Central City
R003,Secunderabad,1548,34,2026-05-08 15:00,North Hyderabad
R001,Madhapur,1485,38,2026-05-08 16:00,West Hyderabad
R002,Banjara Hills,816,30,2026-05-08 16:00,Central City
R003,Secunderabad,1249,33,2026-05-08 16:00,North Hyderabad
R001,Madhapur,866,33,2026-05-08 17:00,West Hyderabad
R002,Banjara Hills,1717,31,2026-05-08 17:00,Central City
R003,Secunderabad,1948,27,2026-05-08 17:00,North Hyderabad
R001,Madhapur,1155,27,2026-05-08 18:00,West Hyderabad
R002,Banjara Hills,930,34,2026-05-08 18:00,Central City
R003,Secunderabad,1451,36,2026-05-08 18:00,North Hyderabad
R001,Madhapur,1237,29,2026-05-08 19:00,West Hyderabad
R002,Banjara Hills,1299,35,2026-05-08 19:00,Central City
R003,Secunderabad,1808,30,2026-05-08 19:00,North Hyderabad
R001,Madhapur,1559,25,2026-05-08 20:00,West Hyderabad
R002,Banjara Hills,1559,22,2026-05-08 20:00,Central City
R003,Secunderabad,1584,21,2026-05-08 20:00,North Hyderabad
R001,Madhapur,1002,23,2026-05-08 21:00,West Hyderabad
R002,Banjara Hills,1411,40,2026-05-08 21:00,Central City
R003,Secunderabad,999,24,2026-05-08 21:00,North Hyderabad
R001,Madhapur,947,34,2026-05-08 22:00,West Hyderabad
R002,Banjara Hills,873,34,2026-05-08 22:00,Central City
R003,Secunderabad,802,28,2026-05-08 22:00,North Hyderabad
R001,Madhapur,1969,25,2026-05-08 23:00,West Hyderabad
R002,Banjara Hills,1856,35,2026-05-08 23:00,Central City
R003,Secunderabad,1013,34,2026-05-08 23:00,North Hyderabad
R001,Madhapur,974,39,2026-05-09 00:00,West Hyderabad
R002,Banjara Hills,1451,26,2026-05-09 00:00,Central City
R003,Secunderabad,1071,38,2026-05-09 00:00,North Hyderabad
R001,Madhapur,1027,25,2026-05-09 01:00,West Hyderabad
R002,Banjara Hills,1447,39,2026-05-09 01:00,Central City
R003,Secunderabad,1454,21,2026-05-09 01:00,North Hyderabad
R001,Madhapur,801,24,2026-05-09 02:00,West Hyderabad
R002,Banjara Hills,1704,39,2026-05-09 02:00,Central City
R003,Secunderabad,955,32,2026-05-09 02:00,North Hyderabad
R001,Madhapur,1222,32,2026-05-09 03:00,West Hyderabad
R002,Banjara Hills,929,35,2026-05-09 03:00,Central City
R003,Secunderabad,1436,24,2026-05-09 03:00,North Hyderabad
R001,Madhapur,1553,40,2026-05-09 04:00,West Hyderabad
R002,Banjara Hills,925,21,2026-05-09 04:00,Central City
R003,Secunderabad,956,25,2026-05-09 04:00,North Hyderabad
R001,Madhapur,1830,35,2026-05-09 05:00,West Hyderabad
R002,Banjara Hills,1376,24,2026-05-09 05:00,Central City
R003,Secunderabad,1746,38,2026-05-09 05:00,North Hyderabad
R001,Madhapur,1798,40,2026-05-09 06:00,West Hyderabad
R002,Banjara Hills,1094,39,2026-05-09 06:00,Central City
R003,Secunderabad,962,30,2026-05-09 06:00,North Hyderabad
R001,Madhapur,1824,33,2026-05-09 07:00,West Hyderabad
R002,Banjara Hills,1729,22,2026-05-09 07:00,Central City
R003,Secunderabad,1669,21,2026-05-09 07:00,North Hyderabad
R001,Madhapur,1930,22,2026-05-09 08:00,West Hyderabad
R002,Banjara Hills,2000,36,2026-05-09 08:00,Central City
R003,Secunderabad,1252,40,2026-05-09 08:00,North Hyderabad
R001,Madhapur,1483,26,2026-05-09 09:00,West Hyderabad
R002,Banjara Hills,1143,26,2026-05-09 09:00,Central City
R003,Secunderabad,1979,25,2026-05-09 09:00,North Hyderabad
R001,Madhapur,812,39,2026-05-09 10:00,West Hyderabad
R002,Banjara Hills,1798,26,2026-05-09 10:00,Central City
R003,Secunderabad,1323,20,2026-05-09 10:00,North Hyderabad
R001,Madhapur,1977,38,2026-05-09 11:00,West Hyderabad
R002,Banjara Hills,1515,25,2026-05-09 11:00,Central City
R003,Secunderabad,1584,25,2026-05-09 11:00,North Hyderabad
R001,Madhapur,1863,25,2026-05-09 12:00,West Hyderabad
R002,Banjara Hills,1762,27,2026-05-09 12:00,Central City
R003,Secunderabad,994,31,2026-05-09 12:00,North Hyderabad
R001,Madhapur,1800,34,2026-05-09 13:00,West Hyderabad
R002,Banjara Hills,895,40,2026-05-09 13:00,Central City
R003,Secunderabad,1088,25,2026-05-09 13:00,North Hyderabad
R001,Madhapur,835,29,2026-05-09 14:00,West Hyderabad
R002,Banjara Hills,1344,37,2026-05-09 14:00,Central City
R003,Secunderabad,1000,36,2026-05-09 14:00,North Hyderabad
R001,Madhapur,1972,22,2026-05-09 15:00,West Hyderabad
R002,Banjara Hills,1078,26,2026-05-09 15:00,Central City
R003,Secunderabad,1846,25,2026-05-09 15:00,North Hyderabad
R001,Madhapur,1919,25,2026-05-09 16:00,West Hyderabad
R002,Banjara Hills,1494,26,2026-05-09 16:00,Central City
R003,Secunderabad,1554,31,2026-05-09 16:00,North Hyderabad
R001,Madhapur,1451,40,2026-05-09 17:00,West Hyderabad
R002,Banjara Hills,1052,29,2026-05-09 17:00,Central City
R003,Secunderabad,960,23,2026-05-09 17:00,North Hyderabad
R001,Madhapur,1303,33,2026-05-09 18:00,West Hyderabad
R002,Banjara Hills,1843,23,2026-05-09 18:00,Central City
R003,Secunderabad,1286,34,2026-05-09 18:00,North Hyderabad
R001,Madhapur,1030,37,2026-05-09 19:00,West Hyderabad
R002,Banjara Hills,1004,26,2026-05-09 19:00,Central City
R003,Secunderabad,1790,22,2026-05-09 19:00,North Hyderabad
R001,Madhapur,1094,32,2026-05-09 20:00,West Hyderabad
R002,Banjara Hills,1728,25,2026-05-09 20:00,Central City
R003,Secunderabad,809,20,2026-05-09 20:00,North Hyderabad
R001,Madhapur,1018,40,2026-05-09 21:00,West Hyderabad
R002,Banjara Hills,1611,36,2026-05-09 21:00,Central City
R003,Secunderabad,961,20,2026-05-09 21:00,North Hyderabad
R001,Madhapur,1427,30,2026-05-09 22:00,West Hyderabad
R002,Banjara Hills,838,21,2026-05-09 22:00,Central City
R003,Secunderabad,1284,35,2026-05-09 22:00,North Hyderabad
R001,Madhapur,1723,28,2026-05-09 23:00,West Hyderabad
R002,Banjara Hills,1193,37,2026-05-09 23:00,Central City
R003,Secunderabad,1502,30,2026-05-09 23:00,North Hyderabad
R001,Madhapur,1969,34,2026-05-10 00:00,West Hyderabad
R002,Banjara Hills,1215,29,2026-05-10 00:00,Central City
R003,Secunderabad,1126,28,2026-05-10 00:00,North Hyderabad
R001,Madhapur,1295,24,2026-05-10 01:00,West Hyderabad
R002,Banjara Hills,1368,36,2026-05-10 01:00,Central City
R003,Secunderabad,1085,31,2026-05-10 01:00,North Hyderabad
R001,Madhapur,1260,27,2026-05-10 02:00,West Hyderabad
R002,Banjara Hills,1912,23,2026-05-10 02:00,Central City
R003,Secunderabad,1983,36,2026-05-10 02:00,North Hyderabad
R001,Madhapur,1806,33,2026-05-10 03:00,West Hyderabad
R002,Banjara Hills,1296,34,2026-05-10 03:00,Central City
R003,Secunderabad,1841,26,2026-05-10 03:00,North Hyderabad
R001,Madhapur,1989,20,2026-05-10 04:00,West Hyderabad
R002,Banjara Hills,1354,33,2026-05-10 04:00,Central City
R003,Secunderabad,1729,23,2026-05-10 04:00,North Hyderabad
R001,Madhapur,811,31,2026-05-10 05:00,West Hyderabad
R002,Banjara Hills,1612,27,2026-05-10 05:00,Central City
R003,Secunderabad,1168,31,2026-05-10 05:00,North Hyderabad
R001,Madhapur,1248,31,2026-05-10 06:00,West Hyderabad
R002,Banjara Hills,954,26,2026-05-10 06:00,Central City
R003,Secunderabad,1555,23,2026-05-10 06:00,North Hyderabad
R001,Madhapur,945,26,2026-05-10 07:00,West Hyderabad
R002,Banjara Hills,1684,34,2026-05-10 07:00,Central City
R003,Secunderabad,1037,22,2026-05-10 07:00,North Hyderabad
R001,Madhapur,1890,31,2026-05-10 08:00,West Hyderabad
R002,Banjara Hills,1559,36,2026-05-10 08:00,Central City
R003,Secunderabad,1572,29,2026-05-10 08:00,North Hyderabad
R001,Madhapur,1743,31,2026-05-10 09:00,West Hyderabad
R002,Banjara Hills,1612,23,2026-05-10 09:00,Central City
R003,Secunderabad,818,34,2026-05-10 09:00,North Hyderabad
R001,Madhapur,1580,27,2026-05-10 10:00,West Hyderabad
R002,Banjara Hills,1125,23,2026-05-10 10:00,Central City
R003,Secunderabad,1186,32,2026-05-10 10:00,North Hyderabad
R001,Madhapur,1637,32,2026-05-10 11:00,West Hyderabad
R002,Banjara Hills,975,35,2026-05-10 11:00,Central City
R003,Secunderabad,1684,34,2026-05-10 11:00,North Hyderabad
R001,Madhapur,1621,37,2026-05-10 12:00,West Hyderabad
R002,Banjara Hills,1300,31,2026-05-10 12:00,Central City
R003,Secunderabad,899,34,2026-05-10 12:00,North Hyderabad
R001,Madhapur,1152,38,2026-05-10 13:00,West Hyderabad
R002,Banjara Hills,1375,22,2026-05-10 13:00,Central City
R003,Secunderabad,1527,26,2026-05-10 13:00,North Hyderabad
R001,Madhapur,1672,36,2026-05-10 14:00,West Hyderabad
R002,Banjara Hills,1639,37,2026-05-10 14:00,Central City
R003,Secunderabad,1065,21,2026-05-10 14:00,North Hyderabad
R001,Madhapur,921,31,2026-05-10 15:00,West Hyderabad
R002,Banjara Hills,1622,23,2026-05-10 15:00,Central City
R003,Secunderabad,1787,37,2026-05-10 15:00,North Hyderabad
R001,Madhapur,1211,23,2026-05-10 16:00,West Hyderabad
R002,Banjara Hills,1136,33,2026-05-10 16:00,Central City
R003,Secunderabad,1896,32,2026-05-10 16:00,North Hyderabad
R001,Madhapur,1033,23,2026-05-10 17:00,West Hyderabad
R002,Banjara Hills,1680,40,2026-05-10 17:00,Central City
R003,Secunderabad,1641,31,2026-05-10 17:00,North Hyderabad
R001,Madhapur,911,26,2026-05-10 18:00,West Hyderabad
R002,Banjara Hills,1803,25,2026-05-10 18:00,Central City
R003,Secunderabad,1042,24,2026-05-10 18:00,North Hyderabad
R001,Madhapur,905,25,2026-05-10 19:00,West Hyderabad
R002,Banjara Hills,1553,35,2026-05-10 19:00,Central City
R003,Secunderabad,1269,27,2026-05-10 19:00,North Hyderabad
R001,Madhapur,1566,27,2026-05-10 20:00,West Hyderabad
R002,Banjara Hills,1152,24,2026-05-10 20:00,Central City
R003,Secunderabad,1915,30,2026-05-10 20:00,North Hyderabad
R001,Madhapur,1010,40,2026-05-10 21:00,West Hyderabad
R002,Banjara Hills,1750,24,2026-05-10 21:00,Central City
R003,Secunderabad,1002,24,2026-05-10 21:00,North Hyderabad
R001,Madhapur,990,23,2026-05-10 22:00,West Hyderabad
R002,Banjara Hills,1453,31,2026-05-10 22:00,Central City
R003,Secunderabad,1547,35,2026-05-10 22:00,North Hyderabad
R001,Madhapur,1881,25,2026-05-10 23:00,West Hyderabad
R002,Banjara Hills,1049,40,2026-05-10 23:00,Central City
R003,Secunderabad,1137,22,2026-05-10 23:00,North Hyderabad
R001,Madhapur,1665,27,2026-05-11 00:00,West Hyderabad
R002,Banjara Hills,1911,37,2026-05-11 00:00,Central City
R003,Secunderabad,839,38,2026-05-11 00:00,North Hyderabad
R001,Madhapur,922,35,2026-05-11 01:00,West Hyderabad
R002,Banjara Hills,1863,31,2026-05-11 01:00,Central City
R003,Secunderabad,932,32,2026-05-11 01:00,North Hyderabad
R001,Madhapur,1609,26,2026-05-11 02:00,West Hyderabad
R002,Banjara Hills,1973,32,2026-05-11 02:00,Central City
R003,Secunderabad,1929,29,2026-05-11 02:00,North Hyderabad
R001,Madhapur,963,28,2026-05-11 03:00,West Hyderabad
R002,Banjara Hills,1369,37,2026-05-11 03:00,Central City
R003,Secunderabad,1641,21,2026-05-11 03:00,North Hyderabad
R001,Madhapur,1560,40,2026-05-11 04:00,West Hyderabad
R002,Banjara Hills,950,36,2026-05-11 04:00,Central City
R003,Secunderabad,1703,23,2026-05-11 04:00,North Hyderabad
R001,Madhapur,935,26,2026-05-11 05:00,West Hyderabad
R002,Banjara Hills,808,20,2026-05-11 05:00,Central City
R003,Secunderabad,1920,28,2026-05-11 05:00,North Hyderabad
R001,Madhapur,1877,23,2026-05-11 06:00,West Hyderabad
R002,Banjara Hills,1157,26,2026-05-11 06:00,Central City
R003,Secunderabad,1248,26,2026-05-11 06:00,North Hyderabad
R001,Madhapur,856,27,2026-05-11 07:00,West Hyderabad
R002,Banjara Hills,802,37,2026-05-11 07:00,Central City
R003,Secunderabad,1652,35,2026-05-11 07:00,North Hyderabad
R001,Madhapur,905,27,2026-05-11 08:00,West Hyderabad
R002,Banjara Hills,1666,31,2026-05-11 08:00,Central City
R003,Secunderabad,839,37,2026-05-11 08:00,North Hyderabad
R001,Madhapur,887,30,2026-05-11 09:00,West Hyderabad
R002,Banjara Hills,985,28,2026-05-11 09:00,Central City
R003,Secunderabad,1515,31,2026-05-11 09:00,North Hyderabad
R001,Madhapur,1030,36,2026-05-11 10:00,West Hyderabad
R002,Banjara Hills,1608,33,2026-05-11 10:00,Central City
R003,Secunderabad,1450,25,2026-05-11 10:00,North Hyderabad
R001,Madhapur,1157,31,2026-05-11 11:00,West Hyderabad
R002,Banjara Hills,1736,39,2026-05-11 11:00,Central City
R003,Secunderabad,1401,35,2026-05-11 11:00,North Hyderabad
R001,Madhapur,872,36,2026-05-11 12:00,West Hyderabad
R002,Banjara Hills,1328,20,2026-05-11 12:00,Central City
R003,Secunderabad,1287,27,2026-05-11 12:00,North Hyderabad
R001,Madhapur,1165,38,2026-05-11 13:00,West Hyderabad
R002,Banjara Hills,802,33,2026-05-11 13:00,Central City
R003,Secunderabad,1259,35,2026-05-11 13:00,North Hyderabad
R001,Madhapur,1343,32,2026-05-11 14:00,West Hyderabad
R002,Banjara Hills,1262,40,2026-05-11 14:00,Central City
R003,Secunderabad,1282,39,2026-05-11 14:00,North Hyderabad
R001,Madhapur,1330,22,2026-05-11 15:00,West Hyderabad
R002,Banjara Hills,1604,26,2026-05-11 15:00,Central City
R003,Secunderabad,997,28,2026-05-11 15:00,North Hyderabad
R001,Madhapur,1840,35,2026-05-11 16:00,West Hyderabad
R002,Banjara Hills,957,21,2026-05-11 16:00,Central City
R003,Secunderabad,1193,20,2026-05-11 16:00,North Hyderabad
R001,Madhapur,978,27,2026-05-11 17:00,West Hyderabad
R002,Banjara Hills,1924,32,2026-05-11 17:00,Central City
R003,Secunderabad,1829,36,2026-05-11 17:00,North Hyderabad
R001,Madhapur,1595,23,2026-05-11 18:00,West Hyderabad
R002,Banjara Hills,1777,24,2026-05-11 18:00,Central City
R003,Secunderabad,1233,28,2026-05-11 18:00,North Hyderabad
R001,Madhapur,1271,35,2026-05-11 19:00,West Hyderabad
R002,Banjara Hills,1059,39,2026-05-11 19:00,Central City
R003,Secunderabad,960,38,2026-05-11 19:00,North Hyderabad
R001,Madhapur,1757,38,2026-05-11 20:00,West Hyderabad
R002,Banjara Hills,1066,35,2026-05-11 20:00,Central City
R003,Secunderabad,1129,38,2026-05-11 20:00,North Hyderabad
R001,Madhapur,1174,23,2026-05-11 21:00,West Hyderabad
R002,Banjara Hills,914,31,2026-05-11 21:00,Central City
R003,Secunderabad,1527,40,2026-05-11 21:00,North Hyderabad
R001,Madhapur,1378,26,2026-05-11 22:00,West Hyderabad
R002,Banjara Hills,1479,36,2026-05-11 22:00,Central City
R003,Secunderabad,1350,35,2026-05-11 22:00,North Hyderabad
R001,Madhapur,1354,27,2026-05-11 23:00,West Hyderabad
R002,Banjara Hills,1568,35,2026-05-11 23:00,Central City
R003,Secunderabad,1128,23,2026-05-11 23:00,North Hyderabad
R001,Madhapur,1122,22,2026-05-12 00:00,West Hyderabad
R002,Banjara Hills,1648,37,2026-05-12 00:00,Central City
R003,Secunderabad,1969,24,2026-05-12 00:00,North Hyderabad
R001,Madhapur,1008,24,2026-05-12 01:00,West Hyderabad
R002,Banjara Hills,1372,37,2026-05-12 01:00,Central City
R003,Secunderabad,1803,20,2026-05-12 01:00,North Hyderabad
R001,Madhapur,1180,21,2026-05-12 02:00,West Hyderabad
R002,Banjara Hills,1928,37,2026-05-12 02:00,Central City
R003,Secunderabad,921,27,2026-05-12 02:00,North Hyderabad
R001,Madhapur,1201,21,2026-05-12 03:00,West Hyderabad
R002,Banjara Hills,1986,21,2026-05-12 03:00,Central City
R003,Secunderabad,805,22,2026-05-12 03:00,North Hyderabad
R001,Madhapur,1156,21,2026-05-12 04:00,West Hyderabad
R002,Banjara Hills,1758,24,2026-05-12 04:00,Central City
R003,Secunderabad,1767,38,2026-05-12 04:00,North Hyderabad
R001,Madhapur,1957,29,2026-05-12 05:00,West Hyderabad
R002,Banjara Hills,1988,31,2026-05-12 05:00,Central City
R003,Secunderabad,1417,28,2026-05-12 05:00,North Hyderabad
R001,Madhapur,1283,22,2026-05-12 06:00,West Hyderabad
R002,Banjara Hills,822,37,2026-05-12 06:00,Central City
R003,Secunderabad,1000,27,2026-05-12 06:00,North Hyderabad
R001,Madhapur,1653,33,2026-05-12 07:00,West Hyderabad
R002,Banjara Hills,1165,34,2026-05-12 07:00,Central City
R003,Secunderabad,1704,27,2026-05-12 07:00,North Hyderabad
R001,Madhapur,1990,22,2026-05-12 08:00,West Hyderabad
R002,Banjara Hills,1016,34,2026-05-12 08:00,Central City
R003,Secunderabad,1127,21,2026-05-12 08:00,North Hyderabad
R001,Madhapur,1867,39,2026-05-12 09:00,West Hyderabad
R002,Banjara Hills,1785,25,2026-05-12 09:00,Central City
R003,Secunderabad,955,34,2026-05-12 09:00,North Hyderabad
R001,Madhapur,1936,29,2026-05-12 10:00,West Hyderabad
R002,Banjara Hills,1229,28,2026-05-12 10:00,Central City
R003,Secunderabad,1752,33,2026-05-12 10:00,North Hyderabad
R001,Madhapur,1418,40,2026-05-12 11:00,West Hyderabad
R002,Banjara Hills,1407,21,2026-05-12 11:00,Central City
R003,Secunderabad,1970,39,2026-05-12 11:00,North Hyderabad
R001,Madhapur,1737,26,2026-05-12 12:00,West Hyderabad
R002,Banjara Hills,1561,40,2026-05-12 12:00,Central City
R003,Secunderabad,1287,21,2026-05-12 12:00,North Hyderabad
R001,Madhapur,1060,31,2026-05-12 13:00,West Hyderabad
R002,Banjara Hills,1999,37,2026-05-12 13:00,Central City
R003,Secunderabad,934,36,2026-05-12 13:00,North Hyderabad
R001,Madhapur,1202,32,2026-05-12 14:00,West Hyderabad
R002,Banjara Hills,1615,27,2026-05-12 14:00,Central City
R003,Secunderabad,1869,33,2026-05-12 14:00,North Hyderabad
R001,Madhapur,1131,25,2026-05-12 15:00,West Hyderabad
R002,Banjara Hills,1733,31,2026-05-12 15:00,Central City
R003,Secunderabad,1000,40,2026-05-12 15:00,North Hyderabad
R001,Madhapur,1743,39,2026-05-12 16:00,West Hyderabad
R002,Banjara Hills,1405,22,2026-05-12 16:00,Central City
R003,Secunderabad,1866,24,2026-05-12 16:00,North Hyderabad
R001,Madhapur,955,22,2026-05-12 17:00,West Hyderabad
R002,Banjara Hills,1754,39,2026-05-12 17:00,Central City
R003,Secunderabad,1017,29,2026-05-12 17:00,North Hyderabad
R001,Madhapur,1903,35,2026-05-12 18:00,West Hyderabad
R002,Banjara Hills,1402,37,2026-05-12 18:00,Central City
R003,Secunderabad,1250,20,2026-05-12 18:00,North Hyderabad
R001,Madhapur,1402,34,2026-05-12 19:00,West Hyderabad
R002,Banjara Hills,1104,29,2026-05-12 19:00,Central City
R003,Secunderabad,911,27,2026-05-12 19:00,North Hyderabad
R001,Madhapur,1277,25,2026-05-12 20:00,West Hyderabad
R002,Banjara Hills,1356,22,2026-05-12 20:00,Central City
R003,Secunderabad,1012,37,2026-05-12 20:00,North Hyderabad
R001,Madhapur,846,38,2026-05-12 21:00,West Hyderabad
R002,Banjara Hills,1322,23,2026-05-12 21:00,Central City
R003,Secunderabad,1691,35,2026-05-12 21:00,North Hyderabad
R001,Madhapur,1066,35,2026-05-12 22:00,West Hyderabad
